Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Rua;lat;lon
Barra da Tijuca;4;3;4;234;8500.0;3400.0;544.0;Rua São João Batista, 511;-23.001993;-43.362262
Lagoa;4;4;4;400;30000.0;4200.0;1200.0;Avenida Aristides Espínola, 916;-22.969961;-43.198611
Leblon;3;1;1;170;8000.0;2800.0;586.0;Rua General San Martin, 79;-22.983089;-43.224112
Botafogo;3;1;0;95;3800.0;1400.0;1400.0;Rua São João Batista, 403;-22.955973;-43.189451
Leme;4;0;1;120;6000.0;1400.0;170.0;Avenida das Acácias, 1016;-22.968215;-43.174533
Copacabana;1;0;0;39;1600.0;408.0;0.0;Rua Ataulfo de Paiva, 934;-22.972046;-43.18702
Barra da Tijuca;4;3;3;243;14000.0;3500.0;15000.0;Rua Aristides Espínola, 1298;-23.010413;-43.367145
Lagoa;2;1;1;98;3500.0;1331.0;0.0;Rua Timóteo da Costa, 898;-22.978555;-43.204243
Jacarepaguá;2;1;1;70;1800.0;700.0;112.0;Rua Marquês de Abrantes, 942;-22.959262;-43.358941
Leblon;4;3;1;178;15000.0;3000.0;0.0;Rua Conde de Bonfim, 427;-22.983756;-43.228957
Barra da Tijuca;4;4;4;290;15000.0;5000.0;15000.0;Avenida das Acácias, 1202;-23.010212;-43.369057
Penha;2;0;0;60;1000.0;300.0;0.0;Rua Conde de Bonfim, 711;-22.843535;-43.278886
Flamengo;2;0;1;86;4500.0;745.0;1615.0;Rua do Sacopã, 1101;-22.937072;-43.170572
Copacabana;2;1;0;66;3000.0;630.0;0.0;Rua Aristides Espínola, 582;-22.966906;-43.176646
Laranjeiras;3;2;0;155;1500.0;2600.0;328.0;Avenida Aristides Espínola, 727;-22.933395;-43.184762
Ipanema;3;1;0;94;3800.0;1400.0;252.0;Rua Barata Ribeiro, 397;-22.980604;-43.210203
Tijuca;3;1;0;115;2250.0;1000.0;0.0;Rua Visconde de Pirajá, 475;-22.928057;-43.232364
Centro;1;0;0;20;900.0;238.0;10.0;Rua das Flores, 694;-22.904703;-43.177825
Copacabana;3;1;1;195;7500.0;1800.0;4650.0;Rua Vinícius de Moraes, 796;-22.976318;-43.187283
Copacabana;2;2;2;89;6200.0;3451.0;359.0;Rua dos Ipês, 653;-22.968451;-43.180708
Recreio dos Bandeirantes;2;1;1;75;1800.0;677.0;132.0;Rua Álvaro Ramos, 871;-23.02638;-43.471919
Laranjeiras;1;0;0;70;1800.0;800.0;80.0;Rua Timóteo da Costa, 1424;-22.932744;-43.191158
Copacabana;4;1;1;191;4150.0;3000.0;452.0;Rua das Palmeiras, 1169;-22.974843;-43.178982
Barra da Tijuca;4;6;4;266;14000.0;2400.0;800.0;Rua das Laranjeiras, 943;-23.007239;-43.359187
Copacabana;1;0;0;50;2100.0;630.0;240.0;Rua São João Batista, 1018;-22.968897;-43.180273
Copacabana;2;1;2;321;7500.0;3100.0;697.0;Rua das Camélias, 1013;-22.968948;-43.179348
Leblon;3;2;1;170;13000.0;2800.0;680.0;Rua das Palmeiras, 1471;-22.978872;-43.219721
Copacabana;3;0;0;92;1900.0;1386.0;111.0;Rua Real Grandeza, 589;-22.967571;-43.181078
Grajaú;2;1;2;84;1700.0;551.0;0.0;Avenida Timóteo da Costa, 901;-22.931635;-43.252052
Botafogo;1;1;0;37;1800.0;1021.0;0.0;Rua Barão de Ipanema, 953;-22.955993;-43.183455
Freguesia (Jacarepaguá);2;1;0;55;1100.0;510.0;36.0;Avenida Ataulfo de Paiva, 259;-22.941931;-43.342176
Recreio dos Bandeirantes;3;4;3;180;4500.0;630.0;743.0;Rua das Palmeiras, 966;-23.023632;-43.469892
Copacabana;2;1;1;81;3300.0;1082.0;200.0;Avenida General San Martin, 1367;-22.96737;-43.182219
Copacabana;3;0;1;190;7000.0;1000.0;150.0;Rua General Polidoro, 979;-22.967297;-43.181538
Copacabana;4;1;1;239;3000.0;2000.0;3700.0;Avenida Prudente de Morais, 154;-22.968628;-43.182264
Lagoa;3;2;1;125;3799.0;1750.0;365.0;Rua Figueiredo Magalhães, 1332;-22.97135;-43.198755
Rio Comprido;4;0;0;95;3000.0;200.0;0.0;Rua Vinícius de Moraes, 477;-22.916855;-43.220357
Recreio dos Bandeirantes;2;2;0;200;1800.0;741.0;0.0;Rua Timóteo da Costa, 1119;-23.028216;-43.470434
Humaitá;1;0;0;41;2300.0;350.0;0.0;Rua Santa Clara, 1009;-22.957674;-43.194167
Tijuca;3;1;0;85;2000.0;935.0;0.0;Rua das Acácias, 207;-22.920531;-43.231363
Copacabana;2;0;0;70;2000.0;720.0;0.0;Avenida São João Batista, 902;-22.976845;-43.179498
Ipanema;4;3;2;410;25000.0;6750.0;0.0;Avenida General Polidoro, 1098;-22.977912;-43.204944
Barra da Tijuca;1;1;0;38;1600.0;480.0;80.0;Rua Figueiredo Magalhães, 78;-22.998937;-43.363795
Ipanema;4;2;1;250;24000.0;3500.0;0.0;Rua Álvaro Ramos, 1071;-22.978738;-43.210862
Jacarepaguá;2;1;1;66;1700.0;600.0;85.0;Avenida General Polidoro, 985;-22.959504;-43.364074
Flamengo;2;1;1;97;3100.0;948.0;191.0;Rua Barão de Ipanema, 85;-22.9385;-43.181132
Flamengo;4;0;0;430;13000.0;3100.0;835.0;Rua Uruguai, 1286;-22.938725;-43.177945
Copacabana;3;0;0;80;2700.0;760.0;180.0;Rua Barão de Ipanema, 503;-22.972623;-43.182441
Tijuca;2;1;1;90;2500.0;970.0;165.0;Avenida Timóteo da Costa, 322;-22.927828;-43.236777
Botafogo;1;1;0;40;1800.0;1021.0;0.0;Rua das Flores, 1145;-22.94969;-43.184962
Copacabana;3;1;0;180;4000.0;1290.0;450.0;Rua Santa Clara, 398;-22.974936;-43.187249
Leme;3;1;1;336;12000.0;3200.0;0.0;Rua Prudente de Morais, 434;-22.959407;-43.168851
Leblon;4;1;2;295;19000.0;4000.0;1168.0;Rua Voluntários da Pátria, 98;-22.982635;-43.219318
Praça Seca;2;1;0;60;700.0;365.0;74.0;Rua das Acácias, 757;-22.892923;-43.339823
Barra da Tijuca;3;2;3;131;8000.0;2800.0;650.0;Avenida São João Batista, 590;-23.005716;-43.365838
Tijuca;2;1;0;68;1800.0;650.0;24.0;Rua General Polidoro, 325;-22.926131;-43.236995
Leme;2;0;0;82;2800.0;740.0;0.0;Rua Marquês de Abrantes, 661;-22.960214;-43.164716
Ipanema;3;2;1;240;8900.0;1700.0;550.0;Rua Barão de Ipanema, 289;-22.98164;-43.214114
Leblon;3;1;1;110;4500.0;1100.0;300.0;Rua Silva Rabelo, 823;-22.982552;-43.225456
Tijuca;2;1;0;67;1500.0;573.0;50.0;Rua Marquês de Abrantes, 538;-22.920761;-43.233385
Barra da Tijuca;3;2;3;123;6000.0;2500.0;780.0;Rua Barão de Ipanema, 686;-23.010352;-43.368049
Pechincha;2;1;1;70;1300.0;616.0;0.0;Rua das Laranjeiras, 488;-22.913534;-43.344093
Taquara;2;1;0;45;800.0;380.0;10.0;Rua Silva Rabelo, 1105;-22.92703;-43.361108
Freguesia (Jacarepaguá);3;2;1;91;2000.0;870.0;120.0;Rua Ataulfo de Paiva, 39;-22.945052;-43.340378
Centro;1;0;0;42;1100.0;410.0;0.0;Rua São João Batista, 1026;-22.900908;-43.168414
Flamengo;4;1;1;320;8000.0;1500.0;0.0;Rua das Camélias, 327;-22.931147;-43.169975
Lagoa;2;2;1;100;5000.0;1300.0;0.0;Avenida das Flores, 328;-22.97356;-43.208698
Leme;1;0;0;50;2000.0;600.0;90.0;Rua Santa Clara, 129;-22.960696;-43.173857
Recreio dos Bandeirantes;3;3;3;146;2000.0;1300.0;660.0;Rua Barão de Ipanema, 256;-23.028951;-43.471818
Recreio dos Bandeirantes;2;2;1;60;2500.0;1414.0;262.0;Rua São João Batista, 255;-23.025838;-43.461735
Botafogo;3;1;1;107;4900.0;1300.0;276.0;Rua Conde de Bonfim, 673;-22.949864;-43.190793
Leblon;3;1;0;85;4000.0;815.0;230.0;Rua São João Batista, 1278;-22.978589;-43.227713
Leblon;3;2;1;134;5300.0;1400.0;524.0;Rua das Palmeiras, 845;-22.982013;-43.228042
Recreio dos Bandeirantes;2;2;1;75;1700.0;670.0;140.0;Rua das Flores, 362;-23.023373;-43.469824
Vila Valqueire;2;1;0;73;1100.0;610.0;0.0;Rua Prudente de Morais, 986;-22.888835;-43.355361
Barra da Tijuca;3;2;1;150;8000.0;1200.0;400.0;Avenida Barão de Ipanema, 1383;-23.010422;-43.36667
Ipanema;4;3;4;200;25000.0;4710.0;1000.0;Rua do Sacopã, 1046;-22.987504;-43.204819
Barra da Tijuca;1;1;0;65;1600.0;1750.0;350.0;Rua São Clemente, 714;-22.999996;-43.368332
Barra da Tijuca;4;2;2;160;4700.0;1700.0;0.0;Rua Figueiredo Magalhães, 1378;-23.003025;-43.364186
Grajaú;2;0;0;60;1300.0;465.0;22.0;Rua Barata Ribeiro, 1399;-22.935425;-43.245037
Grajaú;2;0;0;78;1800.0;450.0;35.0;Avenida Bolívar, 178;-22.927697;-43.246864
Ipanema;3;1;1;160;3900.0;1300.0;135.0;Rua Timóteo da Costa, 793;-22.981834;-43.211448
Jacarepaguá;2;1;1;66;2000.0;682.0;89.0;Rua Barão de Ipanema, 348;-22.956313;-43.362168
Recreio dos Bandeirantes;3;3;3;180;3500.0;700.0;0.0;Rua Álvaro Ramos, 695;-23.025855;-43.462064
Freguesia (Jacarepaguá);5;3;2;261;2500.0;2160.0;3900.0;Rua das Flores, 1357;-22.942248;-43.339614
Ipanema;3;3;3;169;9000.0;2000.0;620.0;Rua Vinícius de Moraes, 238;-22.984522;-43.20765
Barra da Tijuca;4;2;1;205;5500.0;3000.0;0.0;Rua das Camélias, 727;-23.007656;-43.364313
Leblon;2;1;0;100;5000.0;1050.0;170.0;Avenida Ataulfo de Paiva, 903;-22.980353;-43.22868
Península;4;5;4;542;38000.0;4357.0;0.0;Rua Bartolomeu Mitre, 1214;-23.011014;-43.316432
Recreio dos Bandeirantes;2;1;1;117;1500.0;650.0;143.0;Rua Mena Barreto, 1458;-23.026763;-43.464911
Leblon;3;2;1;100;6200.0;1100.0;342.0;Rua das Acácias, 595;-22.988712;-43.223041
Recreio dos Bandeirantes;2;1;1;76;1900.0;740.0;124.0;Rua das Flores, 373;-23.025093;-43.468362
Catete;1;0;0;30;1200.0;360.0;25.0;Rua Mena Barreto, 122;-22.921501;-43.172472
Barra da Tijuca;4;4;4;392;25000.0;7000.0;32000.0;Rua São João Batista, 318;-23.005489;-43.362977
Recreio dos Bandeirantes;3;1;1;95;1800.0;1250.0;0.0;Rua do Sacopã, 426;-23.02359;-43.472155
Copacabana;4;0;0;196;6000.0;1200.0;250.0;Rua General Polidoro, 260;-22.96833;-43.179171
Todos os Santos;2;0;0;44;1000.0;295.0;35.0;Rua General San Martin, 1183;-22.902647;-43.274951
Barra da Tijuca;2;1;1;67;1700.0;590.0;131.0;Rua Vinícius de Moraes, 830;-23.002379;-43.362464
Copacabana;3;0;0;100;3000.0;650.0;0.0;Rua Visconde de Pirajá, 301;-22.973436;-43.183025
Curicica;3;1;1;71;1500.0;630.0;0.0;Avenida Aristides Espínola, 1469;-22.958811;-43.383869
Recreio dos Bandeirantes;3;3;2;195;3000.0;750.0;434.0;Rua Timóteo da Costa, 1205;-23.021974;-43.462094
Campo Grande;2;1;0;50;900.0;308.0;0.0;Rua São João Batista, 1034;-22.906485;-43.555849
Tomás Coelho;2;1;0;70;900.0;337.0;0.0;Rua dos Ipês, 1340;-22.863165;-43.315366
Recreio dos Bandeirantes;3;2;1;101;1600.0;722.0;236.0;Rua São João Batista, 59;-23.02643;-43.471581
Laranjeiras;2;1;0;110;3000.0;800.0;71.0;Rua Bartolomeu Mitre, 1364;-22.931819;-43.189439
Jardim Guanabara;1;1;0;59;1500.0;360.0;90.0;Rua Voluntários da Pátria, 141;-22.809524;-43.194828
Laranjeiras;3;0;0;125;2700.0;600.0;34.0;Rua Bolívar, 940;-22.934534;-43.186778
Barra da Tijuca;3;2;3;130;4500.0;1766.0;338.0;Rua Santa Clara, 1072;-23.004351;-43.360087
Barra da Tijuca;3;2;1;104;2400.0;800.0;205.0;Avenida Prudente de Morais, 627;-22.999642;-43.365246
Freguesia (Jacarepaguá);2;0;0;46;1000.0;290.0;16.0;Avenida São Clemente, 622;-22.941641;-43.340108
Copacabana;1;1;0;55;2200.0;1300.0;276.0;Rua Barão de Ipanema, 1148;-22.969491;-43.177799
Cachambi;2;1;1;65;1000.0;800.0;60.0;Rua Ataulfo de Paiva, 969;-22.894416;-43.269135
Freguesia (Jacarepaguá);3;2;1;120;1500.0;732.0;1390.0;Avenida das Palmeiras, 613;-22.935992;-43.34786
Flamengo;3;1;0;110;3300.0;1300.0;134.0;Rua Bartolomeu Mitre, 1407;-22.938431;-43.173918
Pechincha;3;1;1;70;1400.0;488.0;76.0;Rua General San Martin, 1407;-22.918447;-43.33717
Ipanema;4;1;0;150;8000.0;1500.0;261.0;Rua General San Martin, 387;-22.983298;-43.211694
Recreio dos Bandeirantes;3;4;3;180;3000.0;1200.0;400.0;Rua Conde de Bonfim, 392;-23.019334;-43.4606
Recreio dos Bandeirantes;3;2;1;184;2200.0;1300.0;200.0;Rua Ataulfo de Paiva, 1472;-23.027763;-43.466215
Curicica;2;1;0;47;1100.0;500.0;50.0;Rua Figueiredo Magalhães, 32;-22.955553;-43.384186
Vila Isabel;2;1;0;68;1600.0;540.0;43.0;Avenida General Polidoro, 1446;-22.915215;-43.241086
Copacabana;1;0;0;40;1800.0;625.0;68.0;Avenida General Polidoro, 1266;-22.970301;-43.179392
Barra da Tijuca;4;4;4;229;17000.0;5600.0;1800.0;Rua Figueiredo Magalhães, 1316;-23.003519;-43.36924
Recreio dos Bandeirantes;3;1;1;86;1900.0;536.0;167.0;Rua Bolívar, 1216;-23.0292;-43.461757
Recreio dos Bandeirantes;2;2;1;84;1500.0;900.0;131.0;Avenida Visconde de Pirajá, 888;-23.025374;-43.468719
Botafogo;3;0;0;100;4500.0;400.0;140.0;Rua São Clemente, 132;-22.949675;-43.181574
Campo Grande;2;1;0;50;900.0;220.0;0.0;Rua Silva Rabelo, 763;-22.90622;-43.55502
Rio Comprido;2;1;1;64;1500.0;330.0;34.0;Rua Santa Clara, 718;-22.911703;-43.216321
Santa Teresa;2;0;1;65;1800.0;175.0;13.0;Rua Timóteo da Costa, 831;-22.917375;-43.191884
Freguesia (Jacarepaguá);4;2;3;186;2500.0;1100.0;1700.0;Avenida Visconde de Pirajá, 1235;-22.936469;-43.338904
Recreio dos Bandeirantes;2;1;1;65;1600.0;600.0;120.0;Rua das Laranjeiras, 1132;-23.025008;-43.470263
Botafogo;1;1;0;50;2600.0;1230.0;137.0;Rua Mena Barreto, 817;-22.956115;-43.18381
Copacabana;4;1;1;195;9500.0;1707.0;537.0;Rua das Acácias, 271;-22.966825;-43.177373
Barra da Tijuca;2;1;1;120;6000.0;3600.0;8000.0;Rua Visconde de Pirajá, 807;-23.009389;-43.359959
Jardim Botânico;1;1;0;72;3000.0;895.0;175.0;Rua do Sacopã, 357;-22.975586;-43.223601
Leblon;3;1;0;102;4200.0;860.0;45.0;Rua Ataulfo de Paiva, 1451;-22.981633;-43.224865
Recreio dos Bandeirantes;2;1;1;70;2600.0;550.0;0.0;Avenida Álvaro Ramos, 249;-23.026423;-43.460488
Recreio dos Bandeirantes;3;1;1;76;1100.0;788.0;147.0;Rua Dias Ferreira, 406;-23.025977;-43.468627
Barra da Tijuca;3;3;1;203;5500.0;2800.0;696.0;Rua São Clemente, 1104;-23.007145;-43.362166
Tijuca;2;1;1;75;1300.0;550.0;0.0;Rua Ataulfo de Paiva, 1287;-22.925747;-43.231075
Pechincha;3;1;1;93;1400.0;984.0;84.0;Rua do Sacopã, 446;-22.916114;-43.340343
Gávea;2;1;0;100;3300.0;1250.0;220.0;Avenida Timóteo da Costa, 189;-22.9758;-43.226799
Leblon;4;1;0;160;6800.0;1500.0;400.0;Rua General Polidoro, 844;-22.985075;-43.227773
Catete;1;0;0;45;1500.0;509.0;58.0;Rua Vinícius de Moraes, 732;-22.921054;-43.180959
Copacabana;3;2;2;123;4200.0;1347.0;310.0;Avenida Voluntários da Pátria, 10;-22.970069;-43.178404
Ipanema;1;0;0;40;2990.0;450.0;0.0;Rua dos Ipês, 302;-22.979545;-43.203835
Leblon;4;3;1;200;15000.0;3259.0;618.0;Avenida Aristides Espínola, 627;-22.986239;-43.229316
Barra da Tijuca;2;1;2;80;1900.0;1000.0;180.0;Rua São João Batista, 396;-22.999669;-43.361762
Leblon;3;1;1;150;7000.0;1000.0;308.0;Rua Dias Ferreira, 54;-22.984335;-43.226485
Campo Grande;2;1;0;50;900.0;220.0;0.0;Rua das Palmeiras, 522;-22.901722;-43.55185
Lins de Vasconcelos;2;1;0;65;1000.0;490.0;47.0;Rua Vinícius de Moraes, 621;-22.890854;-43.25614
Barra da Tijuca;2;1;2;100;11000.0;6000.0;0.0;Rua das Acácias, 140;-23.009044;-43.368172
Jardim Botânico;2;0;1;74;2800.0;1423.0;0.0;Rua São João Batista, 588;-22.972715;-43.228793
Ipanema;4;3;4;500;38000.0;9500.0;2166.0;Avenida Voluntários da Pátria, 1303;-22.984015;-43.213971
Botafogo;1;0;0;38;1800.0;788.0;24.0;Avenida do Sacopã, 813;-22.948432;-43.182721
Leblon;2;1;0;82;4000.0;970.0;170.0;Rua Aristides Espínola, 273;-22.979384;-43.21998
Barra da Tijuca;2;1;1;85;2950.0;700.0;61.0;Rua Voluntários da Pátria, 1078;-23.003686;-43.361581
Recreio dos Bandeirantes;2;2;1;70;1800.0;970.0;170.0;Rua Barão de Ipanema, 817;-23.027942;-43.471147
Laranjeiras;3;0;0;120;4200.0;550.0;0.0;Avenida do Sacopã, 1135;-22.937124;-43.18939
Ipanema;3;2;0;100;5000.0;1000.0;260.0;Rua Visconde de Pirajá, 601;-22.985481;-43.214126
Centro;1;0;0;27;1100.0;370.0;0.0;Avenida Voluntários da Pátria, 398;-22.910269;-43.178614
Tomás Coelho;2;0;0;50;700.0;70.0;0.0;Rua Dias Ferreira, 386;-22.859872;-43.313408
Ipanema;1;0;0;32;1800.0;666.0;0.0;Rua Bolívar, 239;-22.982103;-43.204213
Ipanema;3;1;1;145;8000.0;1800.0;400.0;Rua Visconde de Pirajá, 281;-22.979917;-43.208842
Ipanema;4;2;1;220;6500.0;2800.0;561.0;Rua Dias Ferreira, 1429;-22.983323;-43.206735
Tijuca;3;2;1;119;2500.0;830.0;0.0;Rua Barão de Ipanema, 264;-22.929666;-43.239741
Barra da Tijuca;4;2;1;297;7509.0;3700.0;11290.0;Rua Silva Rabelo, 687;-23.002796;-43.365799
Recreio dos Bandeirantes;3;2;1;92;2000.0;600.0;100.0;Rua São Clemente, 1148;-23.028747;-43.469104
Botafogo;2;0;0;58;3000.0;890.0;163.0;Rua São Clemente, 554;-22.947284;-43.189444
Leblon;4;2;2;340;25000.0;3600.0;0.0;Rua Voluntários da Pátria, 640;-22.985379;-43.225059
Barra da Tijuca;2;1;1;74;2000.0;1300.0;250.0;Avenida das Palmeiras, 1110;-23.007452;-43.370027
Flamengo;5;2;1;300;5500.0;2270.0;812.0;Avenida das Laranjeiras, 1356;-22.928534;-43.17953
Ipanema;4;2;2;210;15000.0;5000.0;840.0;Rua das Flores, 1451;-22.979655;-43.21514
Barra da Tijuca;3;2;1;110;2800.0;1100.0;361.0;Rua Timóteo da Costa, 676;-23.004036;-43.361765
Barra da Tijuca;1;1;0;60;1600.0;973.0;140.0;Rua Visconde de Pirajá, 695;-23.0059;-43.361444
Recreio dos Bandeirantes;3;2;3;192;7500.0;960.0;2700.0;Avenida Álvaro Ramos, 167;-23.019555;-43.462029
Leblon;4;4;3;350;15000.0;3850.0;1600.0;Avenida Aristides Espínola, 870;-22.982836;-43.226631
Lagoa;2;1;1;85;3800.0;1800.0;300.0;Avenida Marquês de Abrantes, 627;-22.970786;-43.207439
Lagoa;4;4;3;265;16000.0;4200.0;1400.0;Rua General San Martin, 252;-22.975775;-43.199728
Recreio dos Bandeirantes;3;2;1;203;2900.0;980.0;3050.0;Rua Conde de Bonfim, 1393;-23.029579;-43.465922
Freguesia (Jacarepaguá);3;1;1;107;1990.0;1040.0;178.0;Rua São João Batista, 690;-22.935879;-43.342178
Leblon;3;2;1;170;7200.0;2300.0;700.0;Rua do Sacopã, 478;-22.984554;-43.22083
Centro;1;0;0;59;1400.0;499.0;10.0;Rua Real Grandeza, 985;-22.902088;-43.168442
Curicica;3;1;1;62;1100.0;652.0;73.0;Rua Vinícius de Moraes, 762;-22.955433;-43.382104
Gávea;2;1;1;125;5500.0;1600.0;200.0;Rua General Polidoro, 786;-22.978245;-43.237078
Humaitá;2;1;1;105;2300.0;1280.0;231.0;Rua Visconde de Pirajá, 1235;-22.953654;-43.201339
Recreio dos Bandeirantes;2;1;1;69;1700.0;649.0;1100.0;Avenida General San Martin, 924;-23.023133;-43.466977
Maracanã;3;1;2;130;2690.0;1000.0;150.0;Rua das Laranjeiras, 1386;-22.915124;-43.234135
Tijuca;2;1;0;70;1500.0;720.0;75.0;Avenida Santa Clara, 1096;-22.920572;-43.23846
Copacabana;4;0;0;120;4200.0;900.0;170.0;Rua Voluntários da Pátria, 155;-22.973511;-43.185585
Copacabana;1;0;0;45;2000.0;630.0;25.0;Rua Timóteo da Costa, 1240;-22.968573;-43.178334
Tijuca;3;1;0;73;2100.0;650.0;97.0;Rua Conde de Bonfim, 982;-22.923605;-43.233057
Barra da Tijuca;2;2;1;80;3000.0;1380.0;300.0;Rua São João Batista, 997;-22.998808;-43.369586
Jardim Guanabara;3;0;0;80;1700.0;380.0;130.0;Rua Barão de Ipanema, 1440;-22.804785;-43.196805
Barra da Tijuca;7;4;6;840;20000.0;4046.0;0.0;Rua Aristides Espínola, 783;-23.007154;-43.367054
Recreio dos Bandeirantes;2;1;1;82;1800.0;890.0;129.0;Rua Voluntários da Pátria, 194;-23.029552;-43.467569
Recreio dos Bandeirantes;5;4;4;700;9000.0;3000.0;2500.0;Rua dos Ipês, 1374;-23.024666;-43.468713
Curicica;2;1;1;52;1400.0;450.0;0.0;Rua Real Grandeza, 257;-22.955504;-43.385385
Barra da Tijuca;3;2;0;102;3200.0;890.0;230.0;Rua Marquês de Abrantes, 184;-23.003702;-43.36805
Ipanema;1;1;0;51;3000.0;635.0;4398.0;Avenida Ataulfo de Paiva, 1344;-22.980296;-43.205238
Leblon;2;2;1;96;6500.0;1550.0;3600.0;Rua Barata Ribeiro, 127;-22.98183;-43.228765
Grajaú;2;1;0;70;1700.0;510.0;190.0;Rua das Camélias, 362;-22.92672;-43.247422
Santa Teresa;1;1;0;40;1500.0;317.0;34.0;Rua das Camélias, 1273;-22.926741;-43.180938
Barra da Tijuca;4;3;3;160;8500.0;2300.0;345.0;Rua Aristides Espínola, 327;-23.001318;-43.361374
Leblon;4;2;4;230;10000.0;2710.0;1328.0;Rua Bolívar, 1009;-22.987157;-43.219297
Centro;1;0;0;59;1200.0;700.0;40.0;Rua Ataulfo de Paiva, 1290;-22.906435;-43.17479
Barra da Tijuca;3;2;2;136;5000.0;1320.0;4977.0;Rua das Flores, 1355;-23.007695;-43.369049
Engenho Novo;3;0;0;80;1500.0;450.0;0.0;Rua Santa Clara, 603;-22.903652;-43.264772
Botafogo;3;2;1;110;3300.0;1500.0;345.0;Rua Dias Ferreira, 1471;-22.957212;-43.184433
Santa Teresa;2;1;2;50;800.0;360.0;14.0;Rua das Acácias, 191;-22.91925;-43.190888
Recreio dos Bandeirantes;2;1;1;71;2000.0;490.0;0.0;Avenida Conde de Bonfim, 437;-23.027206;-43.460746
Ipanema;2;1;0;62;3200.0;623.0;186.0;Rua das Palmeiras, 727;-22.98687;-43.212521
Ipanema;2;1;2;120;7500.0;980.0;2200.0;Rua São João Batista, 686;-22.984419;-43.214645
Copacabana;3;1;1;113;4500.0;1600.0;226.0;Rua São Clemente, 545;-22.974512;-43.180705
Vila Isabel;1;1;0;40;1000.0;400.0;24.0;Avenida Dias Ferreira, 439;-22.915592;-43.2423
Humaitá;2;0;0;68;2800.0;744.0;0.0;Rua Vinícius de Moraes, 193;-22.961176;-43.195425
Copacabana;3;1;0;119;3800.0;1600.0;261.0;Rua São João Batista, 491;-22.976886;-43.181161
Barra da Tijuca;3;2;1;141;3000.0;1425.0;372.0;Rua do Sacopã, 769;-23.005923;-43.361842
Vila Isabel;2;1;0;74;1400.0;630.0;0.0;Rua Visconde de Pirajá, 1027;-22.912772;-43.248801
Barra da Tijuca;4;3;3;220;10000.0;4000.0;0.0;Rua Conde de Bonfim, 1071;-23.005427;-43.361314
Leblon;3;1;0;100;5200.0;1177.0;0.0;Rua Figueiredo Magalhães, 128;-22.988247;-43.223932
Leblon;1;0;0;50;2290.0;530.0;100.0;Rua Bolívar, 1456;-22.984706;-43.229316
Ipanema;3;1;1;160;10000.0;1400.0;464.0;Rua Aristides Espínola, 521;-22.979277;-43.213369
Barra da Tijuca;4;0;0;249;8500.0;2850.0;750.0;Rua Dias Ferreira, 366;-23.009148;-43.366933
Jacarepaguá;2;1;1;65;2000.0;700.0;0.0;Rua Dias Ferreira, 815;-22.954157;-43.359525
Campo Grande;2;1;0;54;1000.0;225.0;0.0;Rua dos Ipês, 750;-22.908282;-43.555886
Copacabana;3;0;1;170;6000.0;1500.0;3194.0;Rua Figueiredo Magalhães, 171;-22.971976;-43.176708
Tijuca;3;1;1;105;2350.0;893.0;147.0;Rua Vinícius de Moraes, 1460;-22.930823;-43.238324
Barra da Tijuca;1;1;0;74;2300.0;1227.0;148.0;Rua Álvaro Ramos, 271;-23.003351;-43.363177
Campo Grande;2;1;1;57;1200.0;350.0;0.0;Rua General San Martin, 380;-22.897865;-43.550598
Tijuca;3;2;1;200;4000.0;880.0;200.0;Rua General Polidoro, 572;-22.924857;-43.228971
Leblon;1;0;1;44;3800.0;1670.0;550.0;Avenida General Polidoro, 1158;-22.985241;-43.225699
Barra da Tijuca;4;3;2;290;6800.0;3300.0;0.0;Rua São João Batista, 1177;-23.000893;-43.370482
Copacabana;1;0;0;45;1800.0;633.0;55.0;Avenida Voluntários da Pátria, 842;-22.975677;-43.185062
Barra da Tijuca;2;1;1;70;2400.0;950.0;128.0;Rua Prudente de Morais, 1298;-23.003971;-43.367458
Flamengo;3;1;0;150;3800.0;964.0;0.0;Rua das Acácias, 720;-22.936621;-43.17548
Ipanema;2;1;1;87;3000.0;1000.0;0.0;Rua dos Ipês, 1053;-22.980038;-43.21554
Barra da Tijuca;4;3;3;160;8000.0;2100.0;345.0;Rua do Sacopã, 896;-23.009921;-43.359949
Barra da Tijuca;1;2;1;115;5500.0;2500.0;0.0;Rua Timóteo da Costa, 510;-23.010386;-43.364528
Copacabana;3;0;0;110;2700.0;1000.0;20.0;Rua Prudente de Morais, 1483;-22.965845;-43.179585
Ipanema;2;1;1;90;10000.0;4000.0;613.0;Rua Prudente de Morais, 44;-22.987655;-43.214869
Pechincha;2;1;1;65;1700.0;650.0;950.0;Rua Santa Clara, 964;-22.91525;-43.341627
Ipanema;3;1;0;120;3700.0;1100.0;238.0;Avenida Visconde de Pirajá, 440;-22.983871;-43.213328
Barra da Tijuca;5;3;3;230;14000.0;2300.0;400.0;Rua das Flores, 522;-23.00756;-43.362652
Leblon;4;2;4;210;29999.0;4000.0;1000.0;Rua Conde de Bonfim, 1344;-22.983079;-43.222586
Ipanema;4;1;3;200;8000.0;2400.0;480.0;Rua Bolívar, 1349;-22.985332;-43.213256
Andaraí;1;1;0;60;1000.0;400.0;21.0;Rua das Acácias, 1319;-22.934337;-43.244896
Copacabana;2;0;0;66;3000.0;1200.0;50.0;Rua Marquês de Abrantes, 68;-22.966175;-43.184993
